ID,sp_id,Order,Family,Genus,Species,AcceptedFamily_COL,AcceptedGenus_COL,AcceptedName_COL,Species_ph_Fritz,Species_ph_Upham,Notes,tax_id,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantOther,Vend_Vect_Fish_Unk,Vend_Vect_Fish_Unk_Ins_Scav,Fruit_Nect_Seed_Plant,Locomotion,BM_g,Diet_class,Diet_cat
16,M_17,Primates,Cheirogaleidae,Allocebus,Allocebus trichotis,Cheirogaleidae,Allocebus,Allocebus trichotis,Allocebus_trichotis,Allocebus_trichotis,ET,868,0,0,0,0,0,0,50,0,0,50,0,0,100,Arboreal,77.5,Herbivore,OmnHerbFrugSeed
17,M_18,Primates,Atelidae,Alouatta,Alouatta belzebul,Atelidae,Alouatta,Alouatta belzebul,Alouatta_belzebul,Alouatta_belzebul,ET,39957,0,0,0,0,0,0,40,0,0,60,0,0,100,Arboreal,6400,Herbivore,OmnHerbFrugSeed
18,M_19,Primates,Atelidae,Alouatta,Alouatta caraya,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Alouatta_caraya,ET,41545,0,0,0,0,0,0,40,0,0,60,0,0,100,Arboreal,5862.461,Herbivore,OmnHerbFrugSeed
19,M_20,Primates,Atelidae,Alouatta,Alouatta guariba,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,Alouatta_guariba,ET,39916,0,0,0,0,0,0,40,0,0,60,0,0,100,Arboreal,5188.33,Herbivore,OmnHerbFrugSeed
20,M_21,Primates,Atelidae,Alouatta,Alouatta macconnelli,Atelidae,Alouatta,Alouatta macconnelli,Alouatta_macconnelli,Alouatta_macconnelli,ET,40642,0,0,0,0,0,0,40,0,0,60,0,0,100,Arboreal,6320.058,Herbivore,OmnHerbFrugSeed
21,M_22,Primates,Atelidae,Alouatta,Alouatta palliata,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,Alouatta_palliata,ET,39960,0,0,0,0,0,0,40,0,0,60,0,0,100,Arboreal,7274.95,Herbivore,OmnHerbFrugSeed
22,M_23,Primates,Atelidae,Alouatta,Alouatta pigra,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra,Alouatta_pigra,ET,914,0,0,0,0,0,0,40,0,0,60,0,0,100,Arboreal,7000.032,Herbivore,OmnHerbFrugSeed
23,M_24,Primates,Atelidae,Alouatta,Alouatta sara,Atelidae,Alouatta,Alouatta sara,Alouatta_sara,Alouatta_sara,ET,41546,0,0,0,0,0,0,40,0,0,60,0,0,100,Arboreal,6611.043,Herbivore,OmnHerbFrugSeed
24,M_25,Primates,Atelidae,Alouatta,Alouatta seniculus,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,Alouatta_seniculus,ET,198676562,0,0,0,0,0,0,40,0,0,60,0,0,100,Arboreal,6145.539,Herbivore,OmnHerbFrugSeed
30,M_31,Primates,Aotidae,Aotus,Aotus azarae,Aotidae,Aotus,Aotus azarae,Aotus_azarae,Aotus_azarae,ET,41539,20,0,0,0,10,0,20,10,20,20,10,30,70,Arboreal,929.57,Omnivore,OmnHerbFrugSeed
31,M_32,Primates,Aotidae,Aotus,Aotus lemurinus,Aotidae,Aotus,Aotus lemurinus,Aotus_lemurinus,Aotus_lemurinus,ET,1808,20,0,0,0,10,0,20,10,20,20,10,30,70,Arboreal,872.9907,Omnivore,OmnHerbFrugSeed
32,M_33,Primates,Aotidae,Aotus,Aotus nancymaae,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymaae,Aotus_nancymaae,ET,41540,20,0,0,0,10,0,20,10,20,20,10,30,70,Arboreal,788.0069,Omnivore,OmnHerbFrugSeed
33,M_34,Primates,Aotidae,Aotus,Aotus nigriceps,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,Aotus_nigriceps,ET,41542,20,0,0,0,10,0,20,10,20,20,10,30,70,Arboreal,1060.01,Omnivore,OmnHerbFrugSeed
34,M_35,Primates,Aotidae,Aotus,Aotus vociferans,Aotidae,Aotus,Aotus vociferans,Aotus_vociferans,Aotus_vociferans,ET,41544,20,0,0,0,10,0,20,10,20,20,10,30,70,Arboreal,872.9915,Omnivore,OmnHerbFrugSeed
39,M_40,Primates,Lorisidae,Arctocebus,Arctocebus aureus,Lorisidae,Arctocebus,Arctocebus aureus,Arctocebus_aureus,Arctocebus_aureus,ET,2053,70,0,0,0,0,0,30,0,0,0,0,70,30,Arboreal,235,Omnivore,OmnCarnIns
42,M_42,Primates,Atelidae,Ateles,Ateles belzebuth,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,Ateles_belzebuth,ET,2276,10,0,0,0,10,0,60,0,10,10,10,20,80,Arboreal,5000,Herbivore,OmnHerbFrugSeed
43,M_43,Primates,Atelidae,Ateles,Ateles chamek,Atelidae,Ateles,Ateles chamek,Ateles_chamek,Ateles_chamek,ET,41547,10,0,0,0,10,0,60,0,10,10,10,20,80,Arboreal,5999.983,Herbivore,OmnHerbFrugSeed
44,M_44,Primates,Atelidae,Ateles,Ateles geoffroyi,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,Ateles_geoffroyi,ET,2279,10,0,0,0,10,0,60,0,10,10,10,20,80,Arboreal,5284.939,Herbivore,OmnHerbFrugSeed
45,M_646,Primates,Atelidae,Ateles,Ateles hybridus,Atelidae,Ateles,Ateles hybridus,Ateles_hybridus,Ateles_hybridus,ET,39961,10,0,0,0,10,0,60,0,10,10,10,20,80,Arboreal,6394.848087,Herbivore,OmnHerbFrugSeed
46,M_45,Primates,Atelidae,Ateles,Ateles paniscus,Atelidae,Ateles,Ateles paniscus,Ateles_paniscus,Ateles_paniscus,ET,2283,10,0,0,0,10,0,60,0,10,10,10,20,80,Arboreal,7900.053,Herbivore,OmnHerbFrugSeed
48,M_46,Primates,Indriidae,Avahi,Avahi laniger,Indriidae,Avahi,Avahi laniger,Avahi_laniger,Avahi_laniger,ET,2434,0,0,0,0,0,0,20,0,0,80,0,0,100,Arboreal,900,Herbivore,Herbivore
49,M_594,Primates,Indriidae,Avahi,Avahi mooreorum,Indriidae,Avahi,Avahi mooreorum,NA,Avahi_mooreorum,ET,16971566,0,0,0,0,0,0,0,0,0,100,0,0,100,Arboreal,850,Omnivore,Herbivore
50,M_47,Primates,Indriidae,Avahi,Avahi occidentalis,Indriidae,Avahi,Avahi occidentalis,Avahi_occidentalis,Avahi_occidentalis,ET,2435,0,0,0,0,0,0,0,0,0,100,0,0,100,Arboreal,800,Herbivore,Herbivore
60,M_56,Primates,Atelidae,Brachyteles,Brachyteles arachnoides,Atelidae,Brachyteles,Brachyteles arachnoides,Brachyteles_arachnoides,Brachyteles_arachnoides,ET,2993,0,0,0,0,0,0,20,10,20,50,0,0,100,Arboreal,13499.88,Herbivore,OmnHerbFrugSeed
61,M_57,Primates,Atelidae,Brachyteles,Brachyteles hypoxanthus,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,Brachyteles_hypoxanthus,ET,2994,0,0,0,0,0,0,20,10,0,70,0,0,100,Arboreal,13499.88,Herbivore,OmnHerbFrugSeed
64,M_60,Primates,Hylobatidae,Bunopithecus,Bunopithecus hoolock,Hylobatidae,Hoolock,Hoolock hoolock,Bunopithecus_hoolock,Hoolock_hoolock,ET,39876,10,0,0,0,0,0,70,0,0,20,0,10,90,Arboreal,6699,Herbivore,OmnHerbFrugSeed
65,M_61,Primates,Pitheciidae,Cacajao,Cacajao calvus,Pitheciidae,Cacajao,Cacajao calvus,Cacajao_calvus,Cacajao_calvus,ET,3416,10,0,0,0,10,0,70,0,0,10,10,20,80,Arboreal,5796.022,Herbivore,OmnHerbFrugSeed
66,M_62,Primates,Pitheciidae,Cacajao,Cacajao melanocephalus,Pitheciidae,Cacajao,Cacajao melanocephalus,Cacajao_melanocephalus,Cacajao_melanocephalus,ET,3417,10,0,0,0,10,0,70,0,0,10,10,20,80,Arboreal,3100,Herbivore,OmnHerbFrugSeed
67,M_582,Primates,Pitheciidae,Callicebus,Callicebus brunneus,Pitheciidae,Plecturocebus,Plecturocebus brunneus,Callicebus_brunneus,Callicebus_brunneus,ET,41558,20,0,0,0,0,0,50,0,0,30,0,20,80,Arboreal,992.4074,Herbivore,OmnHerbFrugSeed
68,M_63,Primates,Pitheciidae,Callicebus,Callicebus cupreus,Pitheciidae,Plecturocebus,Plecturocebus cupreus,Callicebus_cupreus,Callicebus_cupreus,ET,41551,20,0,0,0,0,0,50,0,0,30,0,20,80,Arboreal,914.9977,Herbivore,OmnHerbFrugSeed
69,M_64,Primates,Pitheciidae,Callicebus,Callicebus discolor,Pitheciidae,Plecturocebus,Plecturocebus discolor,Callicebus_discolor,Callicebus_discolor,ET,41553,20,0,0,0,0,0,50,0,0,30,0,20,80,Arboreal,1005,Herbivore,OmnHerbFrugSeed
70,M_65,Primates,Pitheciidae,Callicebus,Callicebus dubius,Pitheciidae,Plecturocebus,Plecturocebus caligatus,Callicebus_dubius,Callicebus_dubius,ET,3549,20,0,0,0,0,0,50,0,0,30,0,20,80,Arboreal,992.4074,Herbivore,OmnHerbFrugSeed
71,M_66,Primates,Pitheciidae,Callicebus,Callicebus lucifer,Pitheciidae,Cheracebus,Cheracebus lucifer,Callicebus_lucifer,Callicebus_lucifer,ET,41564,20,0,0,0,0,0,50,0,0,30,0,20,80,Arboreal,1500,Herbivore,OmnHerbFrugSeed
72,M_67,Primates,Pitheciidae,Callicebus,Callicebus lugens,Pitheciidae,Cheracebus,Cheracebus lugens,Callicebus_lugens,Callicebus_lugens,ET,41563,20,0,0,0,0,0,50,0,0,30,0,20,80,Arboreal,1011.32,Herbivore,OmnHerbFrugSeed
73,M_68,Primates,Pitheciidae,Callicebus,Callicebus melanochir,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,Callicebus_melanochir,ET,39930,20,0,0,0,0,0,50,0,0,30,0,20,80,Arboreal,1370,Herbivore,OmnHerbFrugSeed
74,M_69,Primates,Pitheciidae,Callicebus,Callicebus nigrifrons,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,Callicebus_nigrifrons,ET,39943,20,0,0,0,0,0,50,0,0,30,0,20,80,Arboreal,1011.32,Herbivore,OmnHerbFrugSeed
75,M_70,Primates,Pitheciidae,Callicebus,Callicebus ornatus,Pitheciidae,Plecturocebus,Plecturocebus ornatus,Callicebus_ornatus,Callicebus_ornatus,ET,39928,20,0,0,0,0,0,70,0,0,10,0,20,80,Arboreal,1170.5,Herbivore,OmnHerbFrugSeed
76,M_71,Primates,Pitheciidae,Callicebus,Callicebus pallescens,Pitheciidae,Plecturocebus,Plecturocebus pallescens,Callicebus_pallescens,Callicebus_pallescens,ET,41549,20,0,0,0,0,0,50,0,0,30,0,20,80,Arboreal,800,Herbivore,OmnHerbFrugSeed
77,M_72,Primates,Pitheciidae,Callicebus,Callicebus personatus,Pitheciidae,Callicebus,Callicebus personatus,Callicebus_personatus,Callicebus_personatus,ET,3555,20,0,0,0,0,0,50,0,0,30,0,20,80,Arboreal,1349.988,Herbivore,OmnHerbFrugSeed
78,M_73,Primates,Pitheciidae,Callicebus,Callicebus purinus,Pitheciidae,Cheracebus,Cheracebus purinus,Callicebus_purinus,Callicebus_purinus,ET,41565,20,0,0,0,0,0,50,0,0,30,0,20,80,Arboreal,1011.32,Herbivore,OmnHerbFrugSeed
79,M_74,Primates,Pitheciidae,Callicebus,Callicebus regulus,Pitheciidae,Cheracebus,Cheracebus regulus,Callicebus_regulus,Callicebus_regulus,ET,41566,20,0,0,0,0,0,50,0,0,30,0,20,80,Arboreal,1011.32,Herbivore,OmnHerbFrugSeed
80,M_75,Primates,Pitheciidae,Callicebus,Callicebus torquatus,Pitheciidae,Cheracebus,Cheracebus torquatus,Callicebus_torquatus,Callicebus_torquatus,ET,41562,20,0,0,0,0,0,50,0,0,30,0,20,80,Arboreal,1050.002,Herbivore,OmnHerbFrugSeed
81,M_76,Primates,Callitrichidae,Callimico,Callimico goeldii,Callitrichidae,Callimico,Callimico goeldii,Callimico_goeldii,Callimico_goeldii,ET,3564,40,0,0,0,10,0,50,0,0,0,10,50,50,Arboreal,479.9986,Omnivore,OmnCarnIns
82,M_77,Primates,Callitrichidae,Callithrix,Callithrix argentata,Callitrichidae,Mico,Mico argentatus,Callithrix_argentata,Mico_argentatus,ET,41520,20,0,0,0,20,0,60,0,0,0,20,40,60,Arboreal,439.9973,Omnivore,OmnHerbFrugSeed
83,M_78,Primates,Callitrichidae,Callithrix,Callithrix aurita,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita,Callithrix_aurita,ET,3570,20,0,0,0,10,0,30,40,0,0,10,30,70,Arboreal,342.0031,Omnivore,OmnHerbFrugSeed
84,M_79,Primates,Callitrichidae,Callithrix,Callithrix flaviceps,Callitrichidae,Callithrix,Callithrix flaviceps,Callithrix_flaviceps,Callithrix_flaviceps,ET,3571,20,0,0,0,10,0,30,40,0,0,10,30,70,Arboreal,342.0031,Omnivore,OmnHerbFrugSeed
85,M_80,Primates,Callitrichidae,Callithrix,Callithrix geoffroyi,Callitrichidae,Callithrix,Callithrix geoffroyi,Callithrix_geoffroyi,Callithrix_geoffroyi,ET,3572,20,0,0,0,10,0,30,40,0,0,10,30,70,Arboreal,342.0031,Omnivore,OmnHerbFrugSeed
86,M_81,Primates,Callitrichidae,Callithrix,Callithrix intermedia,Callitrichidae,Mico,Mico intermedius,Callithrix_intermedia,Mico_intermedius,ET,39911,50,0,0,0,0,0,30,20,0,0,0,50,50,Arboreal,335.608,Omnivore,OmnCarnIns
87,M_82,Primates,Callitrichidae,Callithrix,Callithrix jacchus,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,Callithrix_jacchus,ET,41518,20,0,0,0,10,0,30,40,0,0,10,30,70,Arboreal,291.9981,Omnivore,OmnHerbFrugSeed
88,M_83,Primates,Callitrichidae,Callithrix,Callithrix kuhlii,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,Callithrix_kuhlii,ET,3575,20,0,0,0,10,0,30,40,0,0,10,30,70,Arboreal,342.0031,Omnivore,OmnHerbFrugSeed
89,M_84,Primates,Callitrichidae,Callithrix,Callithrix penicillata,Callitrichidae,Callithrix,Callithrix penicillata,Callithrix_penicillata,Callithrix_penicillata,ET,41519,20,0,0,0,10,0,30,40,0,0,10,30,70,Arboreal,342.0031,Omnivore,OmnHerbFrugSeed
90,M_85,Primates,Callitrichidae,Callithrix,Callithrix pygmaea,Callitrichidae,Cebuella,Cebuella pygmaea,Callithrix_pygmaea,Cebuella_pygmaea,ET,136926,20,0,0,0,20,0,0,60,0,0,20,40,60,Arboreal,125,Omnivore,OmnHerbFrugSeed
105,M_94,Primates,Cebidae,Cebus,Cebus albifrons,Cebidae,Cebus,Cebus albifrons,Cebus_albifrons,Cebus_albifrons,ET,39951,20,0,0,0,10,0,20,10,20,20,10,30,70,Semiarboreal,2628.996,Omnivore,OmnHerbFrugSeed
106,M_95,Primates,Cebidae,Cebus,Cebus apella,Cebidae,Sapajus,Sapajus apella,Cebus_apella,Sapajus_apella,ET,172351505,20,0,0,0,10,0,20,10,20,20,10,30,70,Semiarboreal,2500,Omnivore,OmnHerbFrugSeed
107,M_96,Primates,Cebidae,Cebus,Cebus capucinus,Cebidae,Cebus,Cebus capucinus,Cebus_capucinus,Cebus_capucinus,ET,81257277,20,0,0,0,10,0,20,10,20,20,10,30,70,Semiarboreal,2733.317,Omnivore,OmnHerbFrugSeed
108,M_97,Primates,Cebidae,Cebus,Cebus libidinosus,Cebidae,Sapajus,Sapajus libidinosus,Cebus_libidinosus,Sapajus_libidinosus,ET,136346,20,0,0,0,10,0,40,20,0,10,10,30,70,Semiarboreal,2687.214,Omnivore,OmnHerbFrugSeed
109,M_98,Primates,Cebidae,Cebus,Cebus nigritus,Cebidae,Sapajus,Sapajus nigritus,Cebus_nigritus,Sapajus_nigritus,ET,136717,20,0,0,0,10,0,40,20,0,10,10,30,70,Semiarboreal,2687.214,Omnivore,OmnHerbFrugSeed
110,M_99,Primates,Cebidae,Cebus,Cebus olivaceus,Cebidae,Cebus,Cebus olivaceus,Cebus_olivaceus,Cebus_olivaceus,ET,81384371,20,0,0,0,10,0,20,10,20,20,10,30,70,Semiarboreal,2599.98,Omnivore,OmnHerbFrugSeed
111,M_645,Primates,Cebidae,Cebus,Cebus versicolor,Cebidae,Cebus,Cebus versicolor,NA,NA,ET,39952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Semiarboreal,2814.5,Omnivore,OmnHerbFrugSeed
112,M_100,Primates,Cebidae,Cebus,Cebus xanthosternos,Cebidae,Sapajus,Sapajus xanthosternos,Cebus_xanthosternos,Sapajus_xanthosternos,ET,4074,20,0,0,0,10,0,40,20,0,10,10,30,70,Semiarboreal,2687.214,Omnivore,OmnHerbFrugSeed
121,M_108,Primates,Cercopithecidae,Cercocebus,Cercocebus agilis,Cercopithecidae,Cercocebus,Cercocebus agilis,Cercocebus_agilis,Cercocebus_agilis,ET,136615,20,0,0,0,10,0,70,0,0,0,10,30,70,Semiarboreal,8000,Omnivore,OmnHerbFrugSeed
122,M_109,Primates,Cercopithecidae,Cercocebus,Cercocebus atys,Cercopithecidae,Cercocebus,Cercocebus atys,Cercocebus_atys,Cercocebus_atys,ET,136933,10,0,0,0,0,0,40,0,50,0,0,10,90,Semiarboreal,6941.24,Herbivore,OmnHerbFrugSeed
123,M_110,Primates,Cercopithecidae,Cercocebus,Cercocebus galeritus,Cercopithecidae,Cercocebus,Cercocebus galeritus,Cercocebus_galeritus,Cercocebus_galeritus,ET,4200,20,0,0,0,10,0,70,0,0,0,10,30,70,Semiarboreal,7835.018,Omnivore,OmnHerbFrugSeed
124,M_111,Primates,Cercopithecidae,Cercocebus,Cercocebus torquatus,Cercopithecidae,Cercocebus,Cercocebus torquatus,Cercocebus_torquatus,Cercocebus_torquatus,ET,4201,20,0,0,0,10,0,70,0,0,0,10,30,70,Semiarboreal,7749.97,Omnivore,OmnHerbFrugSeed
125,M_112,Primates,Cercopithecidae,Cercopithecus,Cercopithecus albogularis,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_albogularis,Cercopithecus_mitis,ET,40645,20,0,0,0,10,0,50,0,10,10,10,30,70,Semiarboreal,4291.5,Omnivore,OmnHerbFrugSeed
126,M_113,Primates,Cercopithecidae,Cercopithecus,Cercopithecus ascanius,Cercopithecidae,Cercopithecus,Cercopithecus ascanius,Cercopithecus_ascanius,Cercopithecus_ascanius,ET,4212,20,0,0,0,10,0,50,0,10,10,10,30,70,Semiarboreal,3550,Omnivore,OmnHerbFrugSeed
127,M_114,Primates,Cercopithecidae,Cercopithecus,Cercopithecus campbelli,Cercopithecidae,Cercopithecus,Cercopithecus campbelli,Cercopithecus_campbelli,Cercopithecus_campbelli,ET,136930,20,0,0,0,10,0,50,0,10,10,10,30,70,Semiarboreal,4099.964,Omnivore,OmnHerbFrugSeed
128,M_115,Primates,Cercopithecidae,Cercopithecus,Cercopithecus cephus,Cercopithecidae,Cercopithecus,Cercopithecus cephus,Cercopithecus_cephus,Cercopithecus_cephus,ET,4214,20,0,0,0,10,0,50,0,10,10,10,30,70,Semiarboreal,3484.978,Omnivore,OmnHerbFrugSeed
129,M_116,Primates,Cercopithecidae,Cercopithecus,Cercopithecus denti,Cercopithecidae,Cercopithecus,Cercopithecus denti,Cercopithecus_denti,NA,ET,136885,20,0,0,0,10,0,50,0,10,10,10,30,70,Semiarboreal,4500,Omnivore,OmnHerbFrugSeed
130,M_117,Primates,Cercopithecidae,Cercopithecus,Cercopithecus diana,Cercopithecidae,Cercopithecus,Cercopithecus diana,Cercopithecus_diana,Cercopithecus_diana,ET,4245,30,0,0,0,10,0,50,0,0,10,10,40,60,Semiarboreal,4175.034,Omnivore,OmnHerbFrugSeed
131,M_118,Primates,Cercopithecidae,Cercopithecus,Cercopithecus doggetti,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_doggetti,Cercopithecus_mitis,ET,136861,0,0,0,0,10,0,50,0,30,10,10,10,90,Semiarboreal,4291.5,Omnivore,OmnHerbFrugSeed
132,M_119,Primates,Cercopithecidae,Cercopithecus,Cercopithecus erythrogaster,Cercopithecidae,Cercopithecus,Cercopithecus erythrogaster,Cercopithecus_erythrogaster,Cercopithecus_erythrogaster,ET,4217,20,0,0,0,10,0,50,0,10,10,10,30,70,Semiarboreal,2500,Omnivore,OmnHerbFrugSeed
